"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments"
"Polacanthus rudgwickensis","Polacanthus rudgwickensis","Blows","1996","W. T. Blows. 1996. A new species of Polacanthus (Ornithischia: Ankylosauria) from the Lower Cretaceous of Sussex, England. Geological Magazine 133(6):671-682","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Polacanthus","13933","66726","William Foster","NA","English","dinosauria","valid","Rudgwick Brickworks Company quarry, Rudgwick,Sussex,England [N.G.R.TQ085 343]","UK","UK","Horsham Museum, Sussex","HORSM 1988.1546","location/geography",NA,NA,NA,NA,NA,NA,"Named after the village of Rudgwick in Sussex where the type specimen was found.","morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Many spikes""","39 Bow Arrow Lane, Dartford, Kent DA2 6PG","UK",NA,"FALSE",NA
"Neovenator salerii","Neovenator salerii","Hutt et al.","1996","S. Hutt, D. M. Martill, and M. J. Barker. 1996. The first European allosauroid dinosaur (Lower Cretaceous, Wealden Group, England). Neues Jahrbuch für Geologie und Paläontologie Monatshefte 1996(10):635-644","Chordata","Saurischia","Avetheropoda","Neovenatoridae","Neovenator","12450","64120","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"""New hunter"", in reference to the young age",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Gasparinisaura cincosaltensis","Gasparinisaura cincosaltensis","Coria and Salgado","1996","R. A. Coria and L. Salgado. 1996. A basal iguanodontian (Ornithischia: Ornithopoda) from the Late Cretaceous of South America. Journal of Vertebrate Paleontology 16(3):445-457","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Parksosauridae","Gasparinisaura","13112","65254","William Foster","NA","English","dinosauria","valid","2 km southeast of Cinco Saltos City, north- western Rio Negro Province, Patagonia","Argentina","Argentina",NA,"MUCPv-208, a","location/geography",NA,NA,NA,NA,NA,NA,"In reference to Cinco Saltos City, where the holotype was found","person",NA,"Dr. Zulma B. de Gas parin","female","based on paper","Argentinian","retrieved from external source","Gasparini"", in honor of Dr. Zulma B. de Gasparini, for her contribution to the study of Mesozoic reptiles from Patagonia; ""saura"" (Greek), feminine, lizard","Subsecretaria de Cultura, Museo Carmen Funes; Museo Universidad Nacional del Comahue","Argentina; Argentina",NA,"FALSE",NA
"Sinosauropteryx prima","Sinosauropteryx prima","Ji and Ji","1996","Q. Ji and S. Ji. 1996. [On discovery of the earliest bird fossil in China and the origin of birds]. Chinese Geology 10(233):30-33","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Sinosauropteryx","19389","54549","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"""Chinese feathered reptile""",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Deltadromeus agilis","Deltadromeus agilis","Sereno et al.","1996","P. C. Sereno, D. B. Dutheil, and M. Iarochene, H. C. E. Larsson, G. H. Lyon, P. M. Magwene, C. A. Sidor, D. J. Varricchio, J. A. Wilson. 1996. Predatory dinosaurs from the Sahara and Late Cretaceous faunal differentiation. Science 272:986-991","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Deltadromeus","7098","65367","William Foster","NA",NA,"dinosauria","valid","Er Remlia, Gara es Sbaa, Aoufous Fm","Morocco","Morocco","Ministere de l'Energie et des Mines, Rabat, Morocco","SGM-Din 2","behavioural characteristics","Latin",NA,NA,NA,NA,NA,"quick (Latin)","location/geography","Greek",NA,NA,NA,NA,NA,"delta (Greek); dromeus, runner (Greek)","Department of Organismal Biology and Anatomy, University of Chicago, 1027 East 57th Street, Chicago, IL 60637, USA; 48 rue de la Rochefoucauld, 75009 Paris, France; Ministere de i'Energie et des Mines, Rabat, Morocco; Department of Organismal Biology and Anatomy, University of Chicago, 1027 East 57th Street, Chicago, IL 60637, USA; Carter Hill Road, Montgomery, AL 36111, USA; Department of Organismal Biology and Anatomy, University of Chicago, 1027 East 57th Street, Chicago, IL 60637, USA; Department of Organismal Biology and Anatomy, University of Chicago, 1027 East 57th Street, Chicago, IL 60637, USA; Old Trail Museum, Post Office Box 919, Choteau, MT 59422, USA; Department of Organismal Biology and Anatomy, University of Chicago, 1027 East 57th Street, Chicago, IL 60637, USA","USA; France; Morocco; USA; USA; USA; USA; USA; USA",NA,"FALSE",NA
"Pellegrinisaurus powelli","Pellegrinisaurus powelli","Salgado","1996","L. Salgado. 1996. Pellegrinisaurus powelli nov. gen. et sp. (Sauropoda, Titanosauridae) from the Upper Cretaceous of Lago Pellegrini, northwestern Patagonia, Argentina. Ameghiniana 33(4):355-365","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pellegrinisaurus","13714","66269","William Foster","NA","English","dinosauria","valid","Llago Pelligrini, Rio Negro Province","Argentina","Argentina","Museo Provincial ""Carlos Ameghino""","MPCA1500","person",NA,"Jamie E. Powell","male","based on paper","Argentina","retrieved from external source",NA,"location/geography",NA,NA,NA,NA,NA,NA,NA,"Museo de Geologica y paleontologica, Universidad Nacional del Comahue","Argentina",NA,"FALSE",NA
"Parvoolithus tortuosus","Parvoolithus tortuosus","Mikhailov","1996","K. E. Mikhailov. 1996. New genera of fossil eggs from the Upper Cretaceous of Mongolia. Paleontological Journal 30(2):246-248","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Parvoolithus","69241","388115","Bryan Gee","NA",NA,"egg","valid","Khongil, South Gobi Aimak","Mongolia","Russia","Paleontological Institute of the Russian Academy of Sciences","PIN 4479-1","morphological characteristics",NA,NA,NA,NA,NA,NA,"referring to the ""incomprehensible"" nature of its morphology","morphological characteristics",NA,NA,NA,NA,NA,NA,"referring to the small size of the egg","Paleontological Institute, Russian Academy of Sciences","Russia",NA,"FALSE",NA
"Oblongoolithus glaber","Oblongoolithus glaber","Mikhailov","1996","K. E. Mikhailov. 1996. New genera of fossil eggs from the Upper Cretaceous of Mongolia. Paleontological Journal 30(2):246-248","Chordata","Saurischia","NO_ORDER_SPECIFIED","Oblongoolithidae","Oblongoolithus","69241","388122","Bryan Gee","NA",NA,"egg","valid","Hermin Tsav, South Gobi Aimak","Mongolia","Russia","Paleontological Institute of the Russian Academy of Sciences","PIN 3142-500/1","morphological characteristics",NA,NA,NA,NA,NA,NA,"referring to its smooth surface","morphological characteristics",NA,NA,NA,NA,NA,NA,"referring to the elongate shape of the egg","Paleontological Institute, Russian Academy of Sciences","Russia",NA,"FALSE",NA
"Gobioolithus maior","Gobioolithus maior","Mikhailov","1996","K. E. Mikhailov. 1996. Bird eggs in the Upper Cretaceous of Mongolia. Paleontological Journal 30(1):114-116","Chordata","Aves","NO_ORDER_SPECIFIED","Gobioolithidae","Gobioolithus","69240","388119","Bryan Gee","NA",NA,"egg","valid","Khulsan, South Gobi Aimak","Mongolia","Russia","Paleontological Institute of the Russian Academy of Sciences","PIN 4478-1","morphological characteristics",NA,NA,NA,NA,NA,NA,"referring to its relatively large size","location/geography",NA,NA,NA,NA,NA,NA,"for the Gobi Desert","Paleontological Institute, Russian Academy of Sciences","Russia",NA,"FALSE",NA
"Gobioolithus minor","Gobioolithus minor","Mikhailov","1996","K. E. Mikhailov. 1996. Bird eggs in the Upper Cretaceous of Mongolia. Paleontological Journal 30(1):114-116","Chordata","Aves","NO_ORDER_SPECIFIED","Gobioolithidae","Gobioolithus","69240","388118","Bryan Gee","NA",NA,"egg","valid","Khermin-Tswav, South Gobi Aimak","Mongolia","Russia","Paleontological Institute of the Russian Academy of Sciences","PIN 3142-422","morphological characteristics",NA,NA,NA,NA,NA,NA,"referring to its relatively small size","location/geography",NA,NA,NA,NA,NA,NA,"for the Gobi Desert","Paleontological Institute, Russian Academy of Sciences","Russia",NA,"FALSE",NA
"Eoalulavis hoyasi","Eoalulavis hoyasi","Sanz et al.","1996","J. L. Sanz, L. M. Chiappe, and B. P. Pérez-Moreno, A. D. Buscalioni, J. J. Moratalla, F. Ortega, F. J. Poyato-Ariza. 1996. An Early Cretaceous bird from Spain and its implications for the evolution of avian flight. Nature 382:442-445","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eoalulavis","13506","65829","William Foster",NA,NA,"aves","valid","Las Hoyas Fossil Site, La Cierva","Spain","Spain","Las Hoyas Collection, Museo de Cuenca","LH13500","location/geography",NA,NA,NA,NA,NA,NA,"referring to where it was found","morphological characteristics","Greek/Latin",NA,NA,NA,NA,NA,"Eos (Greek) for dawn, alula (Latin) for bastard wing, avis (Latin) for bird","Unidad de Paleontología, Departamento de Biología, Facultad de Ciencias, Universidad Autónoma de Madrid, 28049, Madrid, Spain; Department of Ornithology, American Museum of Natural History, Central Park West at 79th Street, New York, New York, 10024, USA; Unidad de Paleontología, Departamento de Biología, Facultad de Ciencias, Universidad Autónoma de Madrid, 28049, Mad rid, Spain; Unidad de Paleontología, Departamento de Biología, Facultad de Ciencias, Universidad Autónoma de Madrid, 28049, Mad rid, Spain; Unidad de Paleontología, Departamento de Biología, Facultad de Ciencias, Universidad Autónoma de Madrid, 28049, Mad rid, Spain; Unidad de Paleontología, Departamento de Biología, Facultad de Ciencias, Universidad Autónoma de Madrid, 28049, Mad rid, Spain; Unidad de Paleontología, Departamento de Biología, Facultad de Ciencias, Universidad Autónoma de Madrid, 28049, Mad rid, Spain","Spain; USA; Spain; Spain; Spain; Spain; Spain",NA,"FALSE",NA
"Rayososaurus agrioensis","Rayososaurus agrioensis","Bonaparte","1996","J. F. Bonaparte. 1996. Cretaceous tetrapods of Argentina. Münchner Geowissenschaften Abhandlungen 30:73-130","Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Rayososaurus","16547","71351","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","location/geography",NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Named for the Rayoso Formation",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Ligabueino andesi","Ligabueino andesi","Bonaparte","1996","J. F. Bonaparte. 1996. Cretaceous tetrapods of Argentina. Münchner Geowissenschaften Abhandlungen 30:73-130","Chordata","Saurischia","NO_ORDER_SPECIFIED","Noasauridae","Ligabueino","16547","54537","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"person",NA,"Giancarlo Ligabue",NA,NA,"Italy","retrieved from external source","Italian dinosaur hunter",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Saurexallopus lovei","Saurexallopus lovei","Harris et al.","1996","J. D. Harris, K. R. Johnson, and J. Hicks, L. Tauxe. 1996. Four-toed theropod footprints and a paleomagnetic age from the Whetstone Falls Member of the Harebell Formation (Upper Cretaceous: Maastrichtian), northwestern Wyoming. Cretaceous Research 17:381-401","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Saurexallopus","13510","65844","William Foster","NA","English","trace","valid","Bridger-Teton Wilderness on the east side of Whetstone Creek, 1067 m upstream from confluence of Whetstone and Pacific Creeks, at an elevation of 2304 m (NW 1/4 of NE 1/4 of SW 1/4 of Sec. 10, T46N, R113W ;43 8 57 9 54 0 N, 110 8 24 9 39 0 W).","USA","USA","Dallas Museum of Natural History","DMNH 5989","person",NA,"J.D. Love","male","assumed from ending","USA","inferred from paper","In honor of J.D. Love, whose geologic mapping of the Jackson Hole area provided the stratigraphic framework for this study. The attempt to relocate one of Love’s fossil plant localities led to the discovery of the track site.","in relation to other taxa","Greek",NA,NA,NA,NA,NA,"Greek exallos, meaning dif ferent ;Greek pous, meaning foot","*Department of Earth Sciences , Denver Museum of Natural History; *Department of Earth Sciences , Denver Museum of Natural History; Smithsonian Institution , Natural History Museum; Scripps Institute of Oceanography","USA; USA; USA; USA",NA,"FALSE",NA
"Proornis coreae","Proornis coreae","Pak and Kim","1996","I. S. Pak and Y. N. Kim. 1996. Mesozoic Era.  In R. J. Paek (ed.), Geology of Korea. Foreign Language Books Publishing House, Pyongyang","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Proornis","33348","170391","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"""Preceding bird""",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Bagaraatan ostromi","Bagaraatan ostromi","Osmólska","1996","H. Osmólska. 1996. An unusual theropod dinosaur from the Late Cretaceous Nemegt Formation of Mongolia. Acta Palaeontologica Polonica 41(1):1-38","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Bagaraatan","9905","57249","Thomas Halliday",NA,"English","dinosauria","valid","Northern Sayr, Nemegt","Mongolia","Poland","Institute of Paleobiology, Polish Academy of Sciences","ZPAL MgD-I/108","person",NA,"Dr. John Ostrom","male","retrieved from external source","USA","retrieved from external source","No explanation given, but Ostrom is a notable dinosaur worker","behavioural characteristics","Mongolian",NA,NA,NA,NA,NA,"""Small predator"", from ""baga"" = ""small"", and ""araatan"" = ""predator""","Institute of Paleobiology, Polish Academy of Sciences","Poland",NA,"FALSE",NA
"Siamotyrannus isanensis","Siamotyrannus isanensis","Buffetaut et al.","1996","E. Buffetaut, V. Suteethorn, and H. Tong. 1996. The earliest known tyrannosaur from the Lower Cretaceous of Thailand. Nature 381:689-691","Chordata","Saurischia","Avetheropoda","Metriacanthosauridae","Siamotyrannus","25804","56421","William Foster",NA,NA,"dinosauria","valid","Phu Wiang, Khon Kaen, NE Thailand","Thailand","Thailand","Department of Mineral Resources, Bangkok","PW9-1","location/geography","Thai (local dialect)",NA,NA,NA,NA,NA,"local name for northeastern part of Thailand","location/geography",NA,NA,NA,NA,NA,NA,"Siam is the old name for Thailand","Centre National de la Recherche Scientifique, URA 1761, Laboratoire de Paléontologie des Vertébrés, Université Paris 6, 4 place Jussieu, 75252, Paris, Cedex 05, France; Geological Survey Division, Department of Mineral Resources, Rama VI Road, Bangkok, 10400, Thailand; Centre National de la Recherche Scientifique, URA 1761, Laboratoire de Paléontologie des Vertébrés, Université Paris 6, 4 place Jussieu, 75252, Paris, Cedex 05, France","France; Thailand; France",NA,"FALSE",NA
"Irritator challengeri","Irritator challengeri","Martill et al.","1996","D. M. Martill, A. R. I. Cruickshank, and E. Frey, P. G. Small, M. Clarke. 1996. A new crested maniraptoran dinosaur from the Santana Formation (Lower Cretaceous) of Brazil. Journal of the Geological Society, London 153:5-8","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Irritator","7683","64273","Thomas Halliday",NA,NA,"dinosauria","valid","Southern Ceara","Brazil","Germany","Staatliches Museum fur Naturkunde, Stuttgart","SMNS 58022","person",NA,"Professor Challenger","male","based on paper","UK","retrieved from external source","Fictional hero of Conan Doyle's Lost World","other","English",NA,NA,NA,NA,NA,"""from irritation, the feeling the authors felt (understated here) when discovering that the snout had been artificially lengthened)""","University of Portsmouth; University of Leicester; Staatliches Museum fur Naturkunde Karlsruhe; University of Nottingham; University of Leicester","UK; UK; Germany; UK; UK",NA,"FALSE",NA
"Continuoolithus canadensis","Continuoolithus canadensis","Zelenitsky et al.","1996","D. K. Zelenitsky, L. V. Hills, and P. J. Currie. 1996. Parataxonomic classification of ornithoid eggshell fragments from the Oldman Formation (Judith River Group; Upper Cretaceous), southern Alberta. Canadian Journal of Earth Sciences 33:1655-1667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Continuoolithus","18018","67339","Bryan Gee","NA",NA,"egg","valid","Little Diablo's Hill, Devil's Coulee, Alberta","Canada","Canada","Royal Tyrell Museum of Palaeontology","TMP 94.157.61","location/geography",NA,NA,NA,NA,NA,NA,"after Canada","morphological characteristics",NA,NA,NA,NA,NA,NA,"for the thick continuous layer of eggshell","Department of Geology and Geophysics, University of Calgary; Department of Geology and Geophysics, University of Calgary; Royal Tyrell Museum of Palaeontology","Canada; Canada; Canada",NA,"FALSE",NA
"Porituberoolithus warnerensis","Porituberoolithus warnerensis","Zelenitsky et al.","1996","D. K. Zelenitsky, L. V. Hills, and P. J. Currie. 1996. Parataxonomic classification of ornithoid eggshell fragments from the Oldman Formation (Judith River Group; Upper Cretaceous), southern Alberta. Canadian Journal of Earth Sciences 33:1655-1667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Porituberoolithus","18018","82632","Bryan Gee","NA",NA,"egg","valid","Little Diablo's Hill, Devil's Coulee, Alberta","Canada","Canada","Royal Tyrell Museum of Palaeontology","TMP 94.157.60","location/geography",NA,NA,NA,NA,NA,NA,"after Warner County","morphological characteristics",NA,NA,NA,NA,NA,NA,"""porous node""","Department of Geology and Geophysics, University of Calgary; Department of Geology and Geophysics, University of Calgary; Royal Tyrell Museum of Palaeontology","Canada; Canada; Canada",NA,"FALSE",NA
"Dispersituberoolithus exilis","Dispersituberoolithus exilis","Zelenitsky et al.","1996","D. K. Zelenitsky, L. V. Hills, and P. J. Currie. 1996. Parataxonomic classification of ornithoid eggshell fragments from the Oldman Formation (Judith River Group; Upper Cretaceous), southern Alberta. Canadian Journal of Earth Sciences 33:1655-1667","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dispersituberoolithus","18018","82636","Bryan Gee","NA",NA,"egg","valid","Little Diablo's Hill, Devil's Coulee, Alberta","Canada","Canada","Royal Tyrell Museum of Palaeontology","TMP 94.157.62","morphological characteristics",NA,NA,NA,NA,NA,NA,"for the thinness of the eggshell","morphological characteristics",NA,NA,NA,NA,NA,NA,"""dispersed node""","Department of Geology and Geophysics, University of Calgary; Department of Geology and Geophysics, University of Calgary; Royal Tyrell Museum of Palaeontology","Canada; Canada; Canada",NA,"FALSE",NA
